sgRNA_target	locus	Gene name	Product	wmean_fitness_CO2_30percent	wmean_fitness_HCHL	p_fitness_adj_CO2_30percent	p_fitness_adj_HCHL	impact_score
slr1122	slr1122	slr1122	hypothetical protein	-2.4413784476695626	-0.13208162771409107	0.00872410061899529	0.9510662035735318	-1.6329194411630434
slr1127	slr1127	slr1127	unknown protein	0.024022704053114987	0.2693268261160634	0.8313727550868939	0.46461394907608117	-0.1734562081637234
slr1128	slr1128	slr1128	hypothetical protein	0.5263396825731049	0.06363440939098698	0.6652586483325006	0.9944022357138749	0.32718203635784954
slr1134	slr1134	slr1134	mutator MutT homolog	0.27066063766971	0.09100519297813049	0.5217432202413865	0.988029252035692	0.1270355832185006
slr1135	slr1135	slr1135	unknown protein	-0.10513387223374886	0.08412972433205194	0.5571722200718051	0.954877726251999	-0.1338295725634327
slr1140	slr1140	slr1140	DegT/DnrJ/EryC1/StrS family protein	-2.731142607030843	0.203319558369815	0.009038483826191542	0.2890293392907033	-2.0749780962901654
slr1142	slr1142	slr1142	hypothetical protein	-0.04249995640259545	0.2954003618224919	0.7324131804450047	0.37848928925810044	-0.2389316063820516
slr1143	slr1143	slr1143	hypothetical protein	-0.013796699334448506	-0.26669867928330526	0.9647691158263495	0.978907854723714	0.17882870499734088
slr1147	slr1147	hik2	two-component sensor histidine kinase	-0.21445154552151768	-0.5189127257128797	0.34672092298393176	0.07011596702753493	0.21528656512137143
slr1148	slr1148	slr1148	unknown protein	0.183996687858533	0.10684100213334267	0.8927347877322642	0.8841506451549543	0.05455730858338017
slr1149	slr1149	slr1149	ATP-binding protein of ABC transporter	-0.7421635446764323	-1.2950349254510622	0.046238987532981564	0.009794028569654539	0.39093910246971064
slr1150	slr1150	slr1150	unknown protein	-1.9489344329949365	-0.1399774336057043	0.23672765952564015	0.7402611040806177	-1.2791257611429954
slr1152	slr1152	slr1152	hypothetical protein	-2.564235979355898	-0.3351087382276927	0.032729498465121507	0.1397277030160682	-1.5762309883294143
slr1160	slr1160	slr1160	periplasmic protein;  function unknown	-0.30760375922440053	-0.13237879145020068	0.6984100208815922	0.25369606677924234	-0.12390276294633097
slr1161	slr1161	slr1161	hypothetical protein	0.21400132926676704	0.20723547589255448	0.45352377927595783	0.6491684923217741	0.0047841808014195885
slr1162	slr1162	slr1162	unknown protein	0.10161580298186253	0.03278305276843994	0.6652586483325006	0.9690795205267375	0.04867210444363088
slr1163	slr1163	slr1163	unknown protein	-2.479073778395661	-0.46728400272408704	0.6984100208815922	0.9901425144145735	-1.422550192699133
slr1166	slr1166	slr1166	UDP-glucose:tetrahydrobiopterin glucosyltransfe rase	-1.590676949287749	-1.0139363815878595	0.032729498465121507	0.08836706562657776	-0.407817166405971
slr1168	slr1168	slr1168	unknown protein	-0.9630264969731213	-0.2337598873273768	0.34672092298393176	0.23151782463300366	-0.5156693649734289
slr1169	slr1169	slr1169	unknown protein	-1.9353411049194265	-0.729908920697646	0.014165882177057623	0.10814927756639495	-0.8523692717237326
slr1170	slr1170	slr1170	hypothetical protein	-0.8273724366234199	0.8170119342886707	0.102132247396431	0.07699854932276869	-1.1627553395491141
slr1171	slr1171	gpx1	glutathione peroxidase-like NADPH peroxidase; gl utathione peroxidase	0.35876982791837014	-0.0881625190560064	0.7708972345456213	0.4538258123699344	0.3160288932772006
slr1173	slr1173	slr1173	hypothetical protein	-0.31060626141919956	0.11694026092000438	0.45352377927595783	0.8259228013140874	-0.3023210452187768
slr1174	slr1174	slr1174	hypothetical protein	-0.041592304055889026	-0.9327599423646847	0.8624632381404762	0.08162941076331037	0.6301506802221499
slr1177	slr1177	slr1177	hypothetical protein	-0.8887390683248393	0.31312192798320704	0.032729498465121507	0.25369606677924234	-0.8498440605330396
slr1178	slr1178	slr1178	hypothetical protein	-1.3769818144668857	-0.14553621518916565	0.02733359653063263	0.4194882043165798	-0.8707635339116075
slr1179	slr1179	slr1179	hypothetical protein	-0.08643456743882455	0.019556238135079278	0.6652586483325006	0.9208410939224626	-0.07494681736473231
slr1182	slr1182	slr1182	hypothetical protein	0.1466090885032588	-0.08203906732231675	0.8624632381404762	0.9901425144145735	0.16167866149006285
slr1183	slr1183	slr1183	hypothetical protein	-1.1739561929948463	-0.07898920513537051	0.594324564040631	0.4318112562083061	-0.7742585822908434
slr1184	slr1184	slr1184	hypothetical protein	0.5060658171044637	0.02022779251535647	0.7324131804450047	0.6687404736008974	0.34353936174523436
slr1186	slr1186	slr1186	hypothetical protein	0.37884817511762603	-0.005229327316548928	0.41870951708492	0.8195156006182487	0.27158380647239777
slr1187	slr1187	slr1187	unknown protein	0.028734968601056718	-0.21983727842475614	0.6326011029152486	0.09687659582251708	0.1757671214867299
slr1189	slr1189	slr1189	unknown protein	-1.6985289840567992	-1.9337459664696404	0.02303330397334184	0.05794170637392431	0.16632352331435687
slr1192	slr1192	slr1192	probable alcohol dehydrogenase	-0.3583918810684093	-0.7759265188002937	0.13092199202511332	0.006321321647018113	0.295241573720484
slr1194	slr1194	slr1194	hypothetical protein	0.0069078918364354905	0.3900959452736274	0.9190642338250596	0.7523734985761684	-0.2709548710551115
slr1195	slr1195	slr1195	hypothetical protein	0.06766747651769936	-0.2821961648374815	0.594324564040631	0.6631025546789333	0.24739095329286662
slr1196	slr1196	slr1196	periplasmic protein;  function unknown	-1.279433808465103	-0.6349783868486698	0.02303330397334184	0.14365070517392162	-0.45569879879741537
slr1197	slr1197	slr1197	SMF protein	-0.33577746006425246	0.1017546038128927	0.9458951075850284	0.4194882043165798	-0.309381889354075
slr1198	slr1198	slr1198	antioxidant protein	-1.180080549740519	-0.7023573664802639	0.102132247396431	0.06807135383634881	-0.33780130241335005
slr1201	slr1201	slr1201	urea transport system permease protein	-1.5294181134761033	-2.1370557622793105	1	0.5956286429268037	0.42966470197299755
slr1203	slr1203	slr1203	hypothetical protein	0.13410609094368323	-0.037079195769031174	0.8927347877322642	0.8082313271949857	0.12104627707392374
slr1205	slr1205	slr1205	similar to chlorobenzene dioxygenase;  ferredoxi n component	-0.8679069059276276	-0.5209951330720999	0.8010213373011333	0.04070671022037001	-0.24530366705959095
slr1206	slr1206	slr1206	hypothetical protein	-0.31852893654839187	0.5267576270694637	0.41870951708492	0.021993191776502597	-0.5977078611800597
slr1207	slr1207	slr1207	hypothetical protein	-0.15245257454906666	-1.9727723367097385	0.7708972345456213	0.2940958014764812	1.2871604477516945
slr1208	slr1208	slr1208	probable oxidoreductase	0.6745217315901004	-0.2158704609903111	0.6326011029152486	0.8753595637872725	0.6296023572891672
slr1209	slr1209	slr1209	hypothetical protein	0.13119114616735716	0.22135970728657736	0.9458951075850284	0.2786359694024496	-0.06375880101723427
slr1210	slr1210	slr1210	unknown protein	0.28078209639517787	0.14084759781408343	0.594324564040631	0.8914782459747165	0.09894863286863119
slr1213	slr1213	uirR	two-component response regulator AraC subfamily	-0.42606059942222163	-0.8301663806476071	0.8624632381404762	0.6922301968054615	0.28574593822115746
slr1214	slr1214	lsiR	two-component response regulator PatA subfamily	-0.9009163578284406	0.35235770103692704	0.8313727550868939	0.25807946741879095	-0.8861985857088898
slr1215	slr1215	slr1215	hypothetical protein	-0.7998181543834096	-0.10699686051422592	0.41870951708492	0.38477063929156735	-0.4898986350453376
slr1218	slr1218	ycf39	hypothetical protein YCF39	0.03971445251036333	-0.3602121078564665	0.6984100208815922	0.13432308221621178	0.2827907828119965
slr1220	slr1220	slr1220	hypothetical protein	-3.7843330708408915	-1.8935972622408017	0.00872410061899529	0.05112293336433284	-1.3369521116933536
slr1222	slr1222	slr1222	unknown protein	0.14569039743451914	0.19392180008377366	0.8927347877322642	0.7080932265140889	-0.03410475187942668
slr1229	slr1229	slr1229	sulfate permease	0.5078788370517704	0.3072420977034693	0.48928840640055	0.9721864924133998	0.14187159894834153
slr1230	slr1230	slr1230	hypothetical protein	-0.19411137552867244	0.10314549792039379	0.45352377927595783	0.8700344634508764	-0.21019235097014613
slr1232	slr1232	slr1232	unknown protein	-0.3894637134560032	0.1712223291998531	0.48928840640055	0.561343345661614	-0.3964649028786058
slr1234	slr1234	slr1234	protein kinase C inhibitor	0.32719006991911226	0.09413125203645724	0.9458951075850284	0.8700344634508764	0.16479747054014596
slr1235	slr1235	slr1235	hypothetical protein	0.3100402227419075	-0.012630046760015107	0.594324564040631	0.7653116889896773	0.2281623356521003
slr1236	slr1236	slr1236	hypothetical protein	-1.4702538648015342	-1.8883495523099603	0.8313727550868939	0.954877726251999	0.29563829582205975
slr1240	slr1240	slr1240	unknown protein	-0.02376031858691684	-0.07367071256756212	0.594324564040631	0.6491684923217741	0.03529197803540652
slr1241	slr1241	slr1241	hypothetical protein	0.7613461627235563	-0.9829258594158242	0.8313727550868939	0.3914441053575694	1.2333865750887276
slr1243	slr1243	slr1243	unknown protein	0.0440782221063624	0.05949644233552702	0.8313727550868939	0.9138872385391681	-0.010902328077869908
slr1245	slr1245	slr1245	transcriptional regulator	-2.05101562962797	-3.639134909774547	0.9458951075850284	0.8445496815343818	1.1229699123247432
slr1246	slr1246	slr1246	putative transposase [ISY802b(partial copy): 13 84736 - 1385513]	0.29722170227575617	-0.0624474407317254	0.9647691158263495	0.3914441053575694	0.25432449000414437
slr1253	slr1253	slr1253	unknown protein	-0.3710931616841965	0.3301919725691333	0.3811252389316491	0.08383352199221276	-0.4958834739758478
slr1257	slr1257	slr1257	unknown protein	0.4639489931671738	0.37942178017465733	0.2657783821366908	0.07011596702753493	0.05976976550180804
slr1258	slr1258	slr1258	unknown protein	-0.7307630279111292	-0.7644810473405439	0.8010213373011333	0.31722258615748844	0.023842240186718867
slr1259	slr1259	slr1259	hypothetical protein	-0.07432832847603543	0.16696496343552727	0.8010213373011333	0.5147756777041297	-0.1706201229654911
slr1260	slr1260	slr1260	hypothetical protein	-0.38513811973231293	-1.8417928120972011	0.7708972345456213	0.4597023117200558	1.0300104108184167
slr1261	slr1261	slr1261	hypothetical protein	-0.4156697216640106	-0.3903813210942756	0.2871038646357691	0.5044575982201376	-0.017881599528221388
slr1262	slr1262	slr1262	hypothetical protein	0.04931709718370104	0.13117674893094322	0.7324131804450047	0.8195156006182487	-0.05788351485604416
slr1263	slr1263	slr1263	hypothetical protein	-0.6131301670044853	0.053215686167655055	0.046238987532981564	0.9575812911341901	-0.47117767139355593
slr1266	slr1266	slr1266	hypothetical protein	-0.7153398661279377	0.48395495819329426	0.8010213373011333	0.7335897498321949	-0.8480295029194721
slr1270	slr1270	slr1270	periplasmic protein;  function unknown	0.08313577248172828	-2.716425922985698	1	0.00757043713806132	1.9795890592151255
slr1272	slr1272	slr1272	probable porin	0.28571123987029967	-0.6550703156434645	0.5217432202413865	0.5211609257779276	0.665233017519011
slr1273	slr1273	slr1273	hypothetical protein	0.18426848771492985	0.30192423815146746	0.7708972345456213	0.24883235374309712	-0.08319517897926784
slr1275	slr1275	pilN	hypothetical protein	-0.5072155464492929	-0.40509497645883547	0.5217432202413865	0.8488452633722676	-0.0722101475388879
slr1276	slr1276	pilO	hypothetical protein	0.6593675617890788	0.22530239675044542	0.7708972345456213	0.267963686191185	0.30693042167567564
slr1278	slr1278	ycf62	hypothetical protein YCF62	-0.983452927037496	-0.2034444844777427	0.8010213373011333	0.7523734985761684	-0.5515492591167592
slr1282	slr1282	slr1282	putative transposase [ISY508b: 1877114 - 187808 1]	-0.08941391180384124	-0.20796968648680753	0.584708522690724	0.5877857167219747	0.08383159222714986
slr1283	slr1283	slr1283	putative transposase [ISY508b: 1877114 - 187808 1]	-0.08572380931631517	0.09428898179462708	0.34672092298393176	0.8700344634508764	-0.12728826529486473
slr1285	slr1285	hik34	two-component sensor histidine kinase	1.427533406404858	1.7615915120181698	0.594324564040631	0.004020937266418331	-0.23621475178950466
slr1287	slr1287	slr1287	hypothetical protein	-1.0051938038615766	-0.06372079314780141	0.06417443964082256	0.7734808266345189	-0.6657219501798255
slr1288	slr1288	slr1288	hypothetical protein	-0.23809432671679603	0.021618724349527836	0.3178048046721386	0.72043285480211	-0.1836448595716457
slr1290	slr1290	slr1290	hypothetical protein	-0.699691978632861	-0.8459500064619276	0.8624632381404762	0.9084526470259339	0.10342004328090378
slr1293	slr1293	slr1293	similar to phytoene dehydrogenase	0.19721573177388657	0.06566987868087976	1	0.988029252035692	0.0930169647590345
slr1298	slr1298	slr1298	unknown protein	-1.6387524978354924	-0.07844472641572918	0.05405695937378547	0.6035556165508199	-1.1033042059089841
slr1299	slr1299	slr1299	UDP-glucose dehydrogenase	-0.078326321491173	-0.05946747186340361	0.6326011029152486	0.47046975969914623	-0.013335220457173128
slr1301	slr1301	slr1301	hypothetical protein	0.04809672028984231	-0.5221233768986975	0.8010213373011333	0.988029252035692	0.4032064974908687
slr1302	slr1302	cupB	protein involved in constitutive low affinity C O2 uptake	-0.42400153477902625	1.052094977472004	0.6326011029152486	0.004020937266418331	-1.0437578534985152
slr1303	slr1303	slr1303	hypothetical protein	0.08903292826330819	0.01837286279606773	0.9647691158263495	0.9208410939224626	0.04996421145097112
slr1305	slr1305	slr1305	two-component response regulator	0.17372167803595093	-0.14575022316375646	0.8927347877322642	0.9208410939224626	0.2259007477368718
slr1306	slr1306	slr1306	hypothetical protein	-1.6315222732901333	-0.5928901394523637	0.05405695937378547	0.6955938990506173	-0.7344238249949406
slr1307	slr1307	slr1307	hypothetical protein	0.18984665059770764	0.17154727506291104	0.8313727550868939	0.5147756777041297	0.012939612532133882
slr1315	slr1315	slr1315	hypothetical protein	-1.075938709588053	-2.256683050348194	0.7708972345456213	0.12733018127119905	0.8349123301991351
slr1322	slr1322	tldD	putative modulator of DNA gyrase	-0.764350341901997	-0.1649860490965652	0.19000563603671725	0.34937775990994957	-0.42381455584380023
slr1324	slr1324	hik23	two-component hybrid sensor and regulator	-0.5884487485306308	0.13996553602333558	0.23672765952564015	0.8753595637872725	-0.515066680121257
slr1327	slr1327	slr1327	hypothetical protein	0.15722873621948535	0.029317609197701273	0.9190642338250596	0.9730795426719516	0.09044682530631735
slr1334	slr1334	pgm2	phosphoglucomutase	-1.0458143458433695	-1.3263447377817368	0.06417443964082256	0.05455180669409624	0.19836494246853947
slr1336	slr1336	slr1336	H+/Ca2+ exchanger	-1.0587156769519706	0.03567287396020301	0.8927347877322642	0.6833931961331212	-0.7738495656029171
slr1338	slr1338	slr1338	hypothetical protein	-1.0863931253033483	-0.1874072937775017	0.19000563603671725	0.9627250585964575	-0.6356789776625532
slr1339	slr1339	slr1339	hypothetical protein	0.3466815449612853	-1.2466353452933427	0.34672092298393176	0.16290784519544121	1.1266451776781095
slr1340	slr1340	slr1340	unknown protein	0.1270054485361952	0.17929947188383852	0.9458951075850284	0.561343345661614	-0.036977458524646234
slr1342	slr1342	slr1342	hypothetical protein	-0.7148609457343941	-0.1377057548158234	0.9458951075850284	0.9690795205267375	-0.4081103492955378
slr1343	slr1343	slr1343	hypothetical protein	-3.4224238067016706	0.1384033471164648	0.23672765952564015	0.7262132217886004	-2.517885027097997
slr1344	slr1344	slr1344	hypothetical protein	-0.7919587187433019	0.03705353615909401	0.046238987532981564	0.9315754781467811	-0.5862001871282349
slr1353	slr1353	slr1353	hypothetical protein	-1.8844266633155624	-2.1863395236420193	0.8624632381404762	0.6892156628601628	0.21348463086426464
slr1362	slr1362	slr1362	hypothetical protein	0.22965793660076383	0.019570310770785828	0.6652586483325006	0.7734808266345189	0.14855438486775951
slr1363	slr1363	slr1363	hypothetical protein	-0.44413658518449445	-0.6105656292398659	0.5602916101530038	0.654762282289572	0.11768310563794782
slr1376	slr1376	slr1376	hypothetical protein	-1.3574118862308167	-0.5797719594288546	0.014165882177057623	0.01944318249729673	-0.5498744655630777
slr1378	slr1378	slr1378	hypothetical protein	-2.135240259958157	-1.9491486409118304	0.02303330397334184	0.005441104587855381	-0.1315866457496411
slr1383	slr1383	slr1383	unknown protein	0.3319347189979935	0.1956011188582086	0.6326011029152486	0.2890293392907033	0.09640241316241713
slr1384	slr1384	slr1384	hypothetical protein	-2.050044685506574	-0.5861768531779273	0.102132247396431	0.5211609257779276	-1.0351108710004377
slr1385	slr1385	slr1385	unknown protein	0.6572279445612326	-0.17416875080091146	0.23672765952564015	0.4984286243819813	0.5878862411466582
slr1391	slr1391	slr1391	unknown protein	-1.6342082802563656	-1.4634372822828854	0.08816848011047329	0.988029252035692	-0.12075333069704199
slr1393	slr1393	hik1	phytochrome-like protein;  two-component sensor histidine kinase	-1.6225246418449737	-0.3566401144524866	0.2657783821366908	0.77956459118156	-0.8951155335183554
slr1394	slr1394	slr1394	hypothetical protein	-1.6176862645342458	-3.419718908109315	0.014165882177057623	0.04070671022037001	1.274229502191452
slr1395	slr1395	slr1395	hypothetical protein	0.630500873980238	-0.11911046751429001	0.7324131804450047	0.978907854723714	0.5300552628251255
slr1396	slr1396	slr1396	unknown protein	-0.1599790628207678	0.012512994460099033	0.9647691158263495	0.9575812911341901	-0.12197030340411932
slr1397	slr1397	slr1397	unknown protein	0.18195896888155044	0.178645059813476	0.9647691158263495	0.654762282289572	0.0023432875742710278
slr1398	slr1398	slr1398	unknown protein	0.5046037139065702	0.3368374440653626	0.41870951708492	0.5147756777041297	0.11862866705909009
slr1400	slr1400	hik38	two-component hybrid sensor and regulator	-0.9455645891175888	-0.2758889498196807	0.34672092298393176	0.8488452633722676	-0.47353218574298717
slr1403	slr1403	slr1403	unknown protein	-1.203597925488639	0.0814263630818924	0.7708972345456213	0.9011593758271035	-0.9086493884376416
slr1406	slr1406	slr1406	periplasmic protein;  function unknown	0.06677251188769807	0.11644640692038524	0.7324131804450047	0.8618620754825115	-0.035124748025561855
slr1407	slr1407	slr1407	unknown protein	0.05803636979410979	0.009022509195576622	0.8010213373011333	0.8841506451549543	0.03465803320135493
slr1409	slr1409	slr1409	periplasmic WD-repeat protein	0.5931043853124304	0.06375287186058076	0.594324564040631	0.9858351800030017	0.37430804479316476
slr1410	slr1410	slr1410	periplasmic WD-repeat protein	-0.01582590474495004	0.03372857700767432	0.9458951075850284	0.9944022357138749	-0.035040310085465716
slr1411	slr1411	slr1411	hypothetical protein	-2.6027558694462014	-0.9064696450635419	0.13092199202511332	0.9208410939224626	-1.199455492094304
slr1413	slr1413	slr1413	hypothetical protein	-1.301288132395936	-0.1971433333519221	0.016428079366291867	0.48544139881612103	-0.7807482748158799
slr1414	slr1414	hik11	two-component sensor histidine kinase	-0.9072494430844438	0.1713585007862445	0.3178048046721386	0.7080932265140889	-0.7626909913526427
slr1415	slr1415	slr1415	hypothetical protein	0.42422800158293866	-0.11242581836208734	0.8010213373011333	0.39820491008072495	0.37947155523279236
slr1417	slr1417	ycf57	hypothetical protein YCF57	0.7417169261776917	0.38929034337149565	0.21242716088599387	0.08383352199221276	0.24920322657266353
slr1419	slr1419	slr1419	hypothetical protein	-1.4871636091755742	-1.4257960357041721	0.102132247396431	0.038022475974663926	-0.043393427346592094
slr1420	slr1420	slr1420	probable sugar kinase	-0.7735231697439697	-1.0866956242699912	0.6984100208815922	0.6833931961331212	0.22144636627618547
slr1420	slr1420	melB	probable sugar transporter	-0.7735231697439697	-1.0866956242699912	0.6984100208815922	0.6833931961331212	0.22144636627618547
slr1421	slr1421	slr1421	unknown protein	-1.4553161991620671	-2.366346669161004	0.41870951708492	0.36607669837438034	0.6441958232038157
slr1424	slr1424	slr1424	UDP-N-acetylenolpyruvoylglucosamine reductase	-3.2171084884339316	-2.6253721965692667	0.14692368791880397	0.0042112226307496874	-0.4184207446516866
slr1425	slr1425	slr1425	hypothetical protein	0.15782512449419256	0.0648169567558212	0.6984100208815922	0.9271766257879981	0.06576670611353826
slr1428	slr1428	slr1428	hypothetical protein	-2.0026859937839783	-0.877190557850258	0.012227041170706682	0.833280104803792	-0.7958454549432429
slr1429	slr1429	slr1429	hypothetical protein	-0.15860274781199485	0.0959074757153022	0.3811252389316491	0.91682448822091	-0.1799659049374557
slr1431	slr1431	slr1431	hypothetical protein	0.469411279949753	-1.1488781176611742	0.19000563603671725	0.7026987350670987	1.1443034069729796
slr1436	slr1436	slr1436	unknown protein	0.14020916541658765	0.15410111944732102	0.8010213373011333	0.745783530021352	-0.00982309489906336
slr1437	slr1437	slr1437	unknown protein	0.22413689631021186	0.07498774676868329	0.7708972345456213	0.9690795205267375	0.1054643750490213
slr1438	slr1438	slr1438	Aldose 1-epimerase	-0.21011442156831076	-1.6345117162717395	0.7708972345456213	0.7080932265140889	1.0072009861885676
slr1440	slr1440	slr1440	hypothetical protein	-2.09462571176255	-0.8257328737318231	0.5217432202413865	0.9510662035735318	-0.8972427303705703
slr1441	slr1441	slr1441	hypothetical protein	0.6150334515124017	0.09025963882765188	0.9190642338250596	0.9364349138175238	0.3710711215385057
slr1442	slr1442	slr1442	hypothetical protein	-0.37002363806270283	-1.0974252538616815	0.34672092298393176	0.20755768882287196	0.5143506151775095
slr1444	slr1444	slr1444	hypothetical protein	0.2828417559245366	-0.20274227903978206	0.9190642338250596	0.978907854723714	0.3433597639591953
slr1449	slr1449	slr1449	hypothetical protein	-0.3578014818503863	-3.1317115981798587	0.6652586483325006	0.654762282289572	1.9614506536585345
slr1450	slr1450	slr1450	unknown protein	0.20643727819057767	0.08596230826832756	0.8010213373011333	0.8963571804738156	0.0851886681952684
slr1451	slr1451	slr1451	hypothetical protein	-2.078039848755285	-0.20600893285675015	0.016428079366291867	0.2940958014764812	-1.3237257552227173
slr1456	slr1456	pilA4	type 4 pilin-like protein;  or general secretion pathway protein G	-0.8321376941621876	0.1417950042693436	1	0.5499786820249496	-0.6886744154802485
slr1461	slr1461	slr1461	hypothetical protein	0.5798949615209149	-0.1626079721060472	0.07597918091405867	0.16676661097923967	0.5250288594185298
slr1462	slr1462	slr1462	hypothetical protein	-3.900626052996242	-3.8698569827252625	0.00872410061899529	0.004020937266418331	-0.021757018239415022
slr1464	slr1464	slr1464	hypothetical protein	-0.8975522126253542	0.25781769867985793	0.2657783821366908	0.4597023117200558	-0.8169698990628154
slr1467	slr1467	slr1467	precorrin isomerase	-0.3375799035702398	0.08349548943920518	0.2871038646357691	0.8963571804738156	-0.2977452657877691
slr1468	slr1468	slr1468	hypothetical protein	0.14460314267752405	0.06371060365683859	0.5602916101530038	0.9830367249299656	0.05719966288892409
slr1470	slr1470	slr1470	hypothetical protein	-3.4726216300312527	-4.476061064975915	0.06417443964082256	0.004020937266418331	0.7095388289593682
slr1471	slr1471	slr1471	hypothetical protein	-2.045054287814409	-2.5023152516308973	0.012227041170706682	0.004020937266418331	0.3233323282865353
slr1472	slr1472	slr1472	hypothetical protein	0.42484600226055613	-0.30649084779916524	0.3811252389316491	0.04938904934540001	0.5171332460088383
slr1474	slr1474	slr1474	hypothetical protein	-1.47939059369321	-2.1045373644767738	0.6652586483325006	0.7571556603560908	0.44204552085793025
slr1478	slr1478	slr1478	hypothetical protein	0.49336098033060966	-0.06796232676456167	0.16704207473650773	0.9208410939224626	0.3969155168850545
slr1484	slr1484	slr1484	unknown protein	-0.33368412769481665	0.027276460205260183	0.2871038646357691	0.8195156006182487	-0.2552376794452272
slr1485	slr1485	slr1485	putative phosphatidylinositol phosphate kinase;  salt-induced periplasmic protein	0.28489199684924776	0.17473882175969477	0.8010213373011333	0.527387412164371	0.077890057075052
slr1488	slr1488	slr1488	multidrug resistance family ABC transporter	-0.10200926968251617	-0.04507456851133061	0.6326011029152486	0.8445496815343818	-0.04025891328297497
slr1493	slr1493	slr1493	hypothetical protein	0.10283608497308815	0.15664260241504924	0.7708972345456213	0.561343345661614	-0.038046953355242934
slr1494	slr1494	slr1494	MDR (multidrug resistance) family ABC transport er	-0.041837414797650276	0.1422518649715504	0.6984100208815922	0.6196508207457321	-0.1301707780685493
slr1495	slr1495	slr1495	hypothetical protein	0.6257420865859046	0.3269483394075131	0.06417443964082256	0.07956944441886626	0.21127908480597946
slr1501	slr1501	slr1501	probable acetyltransferase	0.394683189601344	0.16646507368555588	0.7324131804450047	0.5729877325201221	0.16137457735367133
slr1503	slr1503	slr1503	hypothetical protein	-1.0034850533470692	-0.6571136520942423	0.11635175242516728	1	-0.24492156663496045
slr1505	slr1505	slr1505	unknown protein	0.1854847981333763	0.7588153947469027	0.6652586483325006	0.19235060937803045	-0.4054059527271536
slr1506	slr1506	slr1506	hypothetical protein	0.4425067864462525	-0.710617551502391	0.45352377927595783	0.007267826699095468	0.8153820389147339
slr1507	slr1507	slr1507	hypothetical protein	-1.160452697148084	-0.43666125406693085	0.02733359653063263	0.047799316603135765	-0.5117978375674804
slr1508	slr1508	slr1508	probable glycosyltransferase	-1.8151122580872638	-0.23072596195742853	0.011007797784977914	0.4984286243819813	-1.120330294012444
slr1512	slr1512	sbtA	sodium-dependent bicarbonate transporter	-0.5264238455941974	-0.3298790255128791	0.6326011029152486	0.7853048391346065	-0.13897817508659008
slr1513	slr1513	sbtB	periplasmic protein;  function unknown	-0.24738365115723537	0.03804711387420184	0.45352377927595783	0.9469218305057979	-0.20183002951299334
slr1515	slr1515	ictB	putative membrane protein required for bicarbon ate uptake	-3.592961905761688	-4.312623471650055	0.102132247396431	0.013543432460599034	0.5088775733989938
slr1520	slr1520	slr1520	oxidoreductase;  aldo/keto reductase family	0.32669693695626106	0.11078103524805262	0.9458951075850284	0.9208410939224626	0.15267559826388225
slr1522	slr1522	slr1522	putative transposase [ISY352d: 1614422 - 161583 5]	0.3036195758463606	0.009383025293959686	0.6652586483325006	0.9084526470259339	0.2080566601685411
slr1523	slr1523	slr1523	putative transposase	0.2998714983992873	-0.001010754381376746	0.8757201272803087	0.8401771358291418	0.21275588127989248
slr1524	slr1524	slr1524	putative transposase [ISY100u(partial copy): 16 16832 - 1617509]	-0.008314864710163105	0.22098221002545038	0.6652586483325006	0.654762282289572	-0.16213751645179086
slr1529	slr1529	slr1529	nitrogen assimilation regulatory protein	-0.2809703862294012	0.10522183180797268	0.2871038646357691	0.9901425144145735	-0.27307913621570074
slr1530	slr1530	slr1530	hypothetical protein	-0.7706938066053106	-0.7951578536829036	0.7324131804450047	0.6344941395930603	0.017298693583832934
slr1533	slr1533	slr1533	hypothetical protein	-0.36601941585999254	0.3067549726462068	0.45352377927595783	0.7734808266345189	-0.47572333232136643
slr1534	slr1534	slr1534	hypothetical protein	-1.1450443032085942	-0.32988804661290766	0.6984100208815922	0.5566096753520644	-0.5764025167654512
slr1535	slr1535	slr1535	hypothetical protein	0.42363845882191165	0.538908290520878	0.8010213373011333	0.6344941395930603	-0.08150807966057114
slr1537	slr1537	slr1537	unknown protein	-0.3992771374756841	-1.978873741742269	0.3811252389316491	0.4455700587322807	1.1169434704161456
slr1540	slr1540	slr1540	mRNA-binding protein	-0.7628140857869679	0.18029874877413668	0.102132247396431	0.9011593758271035	-0.6668814807422234
slr1541	slr1541	slr1541	hypothetical protein	-1.8728338879547493	-1.9497328024272542	0.016428079366291867	0.03060295197716173	0.0543757438893926
slr1542	slr1542	ispF	2-C-methyl-D-erythritol 2; 4-cyclodiphosphate sy nthase	-1.9615020969284305	-2.077470656661414	0.012227041170706682	0.005944155848476314	0.08200215499162988
slr1543	slr1543	slr1543	DNA-damage-inducible protein F	-1.7907626919303932	0.4142981494863389	0.009038483826191542	0.06641204751120763	-1.5592134738946857
slr1544	slr1544	slr1544	unknown protein	0.19560255032200546	0.16977943067090603	0.9190642338250596	0.7026987350670987	0.018259703016684
slr1546	slr1546	slr1546	hypothetical protein	-0.03868729066263467	-0.23371098192243267	0.9190642338250596	0.8028815423590938	0.13790257458183477
slr1547	slr1547	slr1547	hypothetical protein	0.014724760219591067	0.30341521818024514	0.5602916101530038	0.09481187219383512	-0.2041349804878284
slr1552	slr1552	slr1552	unknown protein	-0.9453755933617546	-1.916412244953477	0.5602916101530038	0.08985389107823419	0.6866266011211859
