sgRNA target	Number sgRNAs	Locus tag	Gene name	Gene product	Weighted mean fitness at 30% CO2	Weighted mean fitness at 4% CO2	Standard deviation of weighted mean fitness at 30% CO2	Standard deviation of weighted mean fitness at 4% CO2	adjusted p value for 30% CO2	adjusted p value for 4% CO2	Combined score for 30% CO2	Combined score for 4% CO2	Impact score
frdA	5	slr1233	frdA	succinate dehydrogenase flavoprotein subunit	-0.541130258129272	0.0234907467633721	0.659252418557428	0.219229147720616	0.698410020881592	0.647662559333708	0.0843565459060574	0.00443155776103473	-0.399247341359952
slr1853	5	slr1853	slr1853	carboxymuconolactone decarboxylase	-0.426005473675769	0.139189550908051	0.317428056282412	0.0645231584414514	0.130921992025113	0.972096826221706	0.376157463613178	0.00171070566594001	-0.399653234576117
pchR1	5	slr1489	pchR	transcriptional regulator	-0.346690514294768	0.219141122899542	0.369405229443642	0.114470051096109	0.453523779275958	0.934932621803461	0.119053500755681	0.00640323490804955	-0.400103387669983
slr1909	5	slr1909	slr1909	two-component response regulator NarL subfamily	-0.456837564973038	0.109164661266442	0.415997066962699	0.179619080608838	0.130921992025113	0.873632922859333	0.403381811601481	0.00640480070815858	-0.400224012340619
slr1324	5	slr1324	hik23	two-component hybrid sensor and regulator	-0.588448748530631	-0.0222815410394097	0.484527716640988	0.197980918382762	0.23672765952564	0.851068828310938	0.368222390282712	0.00156049476517791	-0.400340671702493
sll0282	5	sll0282	sll0282	unknown protein	-0.358670770097394	0.207724246243719	0.418926805447943	0.117861685637892	0.594324564040631	0.851068828310938	0.0810511005520327	0.0145480332033819	-0.400501756885066
slr1768	5	slr1768	slr1768	unknown protein	-0.310161376192652	0.256738901632821	0.115850498224949	0.193999583616983	0.0540569593737855	0.773956683279766	0.393020487363097	0.0285707638119118	-0.400859030706929
sll0486	5	sll0486	kaiB3	circadian clock protein KaiB homolog	-0.396053638575436	0.172108277771117	0.429011485694678	0.277194663261821	0.146923687918804	0.873632922859333	0.329876314892839	0.0100977661320079	-0.401751143860592
sll0984	5	sll0984	sll0984	hypothetical protein	-0.712999625364376	-0.144294427539471	0.865201106077505	0.299585143948623	0.732413180445005	0.386972664061619	0.0964288135084374	0.0594954369032904	-0.402135301878027
sll1769	5	sll1769	sll1769	hypothetical protein	-0.858645270435481	-0.288867072232177	0.590999718288481	0.193675849400983	0.212427160885994	0.0731074288285478	0.577687913073382	0.328164112510089	-0.402894027721808
slr2016	5	slr2016	pilA10	type 4 pilin-like protein;  essential for motili ty	0.38391323443649	0.954231847092678	0.396963819816969	0.146146054637412	0.453523779275958	0.00942124926252689	0.131835780506068	1.93317019350846	-0.403276158446095
slr7073	5	slr7073	slr7073	hypothetical protein; maybe part of CRISPR2 system	-0.583682557906441	-0.0131322234773326	1.13721530990719	0.223300183429395	0.831372755086894	0.647662559333708	0.0468137995328889	0.00247740982680713	-0.403440010483075
ssl1004	5	ssl1004	ssl1004	hypothetical protein	-0.555485587691787	0.015688144641229	0.632859364427284	0.270906710148844	0.594324564040631	0.891443924977185	0.125526588662317	0.000782932080704543	-0.403880819368305
sll1691	5	sll1691	sll1691	hypothetical protein	-0.296990236564933	0.275021916952905	0.288497975817005	0.131500382283459	0.287103864635769	0.647662559333708	0.160957114174061	0.0518832169451362	-0.404473672673583
sll1476	4	sll1476	sll1476	unknown protein	-0.282004459095635	0.290032549956791	0.282926117221856	0.131509068925478	0.315253339692566	0.721165257323383	0.141380201239486	0.0411745300944982	-0.404491248190641
rpl34	5	smr0011	rpl34	50S ribosomal protein L34	-5.88939918533782	-5.31729474885929	3.37465825003669	3.04477959021444	0.0164280793662919	0.259130136925637	10.5091216916016	3.11849806023175	-0.404538926580879
slr0630	5	slr0630	slr0630	hypothetical protein	-0.434756353101005	0.137529857357082	0.560864134021085	0.0970121425149742	0.521743220241387	0.891443924977185	0.122837444981285	0.00686356097817978	-0.404667460194465
psbA2	2	slr1311	psbA2	photosystem II D1 protein	-0.420861545908813	0.151782036581457	0.254229908893196	0.118668960848428	0.283976088337323	0.934932621803461	0.230092678338446	0.0044350235236258	-0.404920160381828
ssl2874	5	ssl2874	ssl2874	hypothetical protein	-0.66734265741515	-0.0943686279397068	0.264079146309375	0.0718977878147483	0.0273335965306326	0.116375269737098	1.04325892548804	0.0881534439882164	-0.405153821685867
ndhD4	5	sll0027	ndhD4	NADH dehydrogenase subunit 4 (involved in const itutive;  low affinity CO2 uptake)	-0.677619364657919	-0.104469223688734	1.03071300201282	0.132049585068747	0.665258648332501	0.17662761241048	0.119945045230799	0.0786592037149341	-0.405278351317336
sll1068	5	sll1068	sll1068	unknown protein	-1.52284949212137	-0.949135537182871	1.19760684552433	0.930926638801766	0.265778382136691	0.851068828310938	0.876369953501021	0.0664730071676151	-0.405677027998364
slr1917	5	slr1917	slr1917	hypothetical protein	-0.434587511564722	0.139780246089702	0.372693298264494	0.105123786262389	0.23672765952564	1	0.271943568059178	0	-0.406139336332355
slr1544	5	slr1544	slr1544	unknown protein	0.195602550322005	0.772066174208227	0.160906629340481	0.53857780669399	0.91906423382506	0.830847581906481	0.00716964219012263	0.0621348355078377	-0.407621337557319
slr0294	3	slr0294	slr0294	unknown protein	-0.535725584696496	0.0412400083238061	0.702890255899255	0.111464994258557	0.698410020881592	0.799499133977992	0.083514013861896	0.00400778658574511	-0.407976283335973
pyrB	5	slr1476	pyrB	aspartate carbamoyltransferase	-1.80722637336741	-1.23013340027828	0.967341777237932	0.656905112782863	0.0540569593737855	0.0270681873278269	2.29002398285441	1.92828432710554	-0.408066354646427
ssr3189	4	ssr3189	ssr3189	hypothetical protein	-2.02437062581213	-1.44659517560978	0.993400878687876	0.791169175899494	0.0326879528586899	0.0451178924440654	3.0074298549735	1.94661252732037	-0.408548938841193
slr1753	5	slr1753	slr1753	hypothetical protein	0.608591458809773	1.19257469655982	0.273559000851003	0.471419754789857	0.0462389875329816	0.0134408636598083	0.812464536443686	2.23199039295842	-0.412938507512331
sll5080	5	sll5080	sll5080	non-heme chloroperoxidase	-1.20982304674096	-0.62383693701838	0.786855527259861	0.619925014849638	0.167042074736508	0.100249315167833	0.94024316716853	0.623162310702375	-0.41435475186596
slr2013	5	slr2013	slr2013	hypothetical protein	-0.276743186370387	0.31198005735839	0.75739107344853	0.148101405523784	0.892734787732264	0.721165257323383	0.0136372238464136	0.044290312458033	-0.416290197882759
sll0818	5	sll0818	sll0818	tetrapyrrole methylase family protein	-0.279460820425483	0.310681995477645	0.351270581160339	0.262112056650175	0.521743220241387	0.721165257323383	0.0789597504638761	0.0441060328384482	-0.417293986993626
psaK2	5	sll0629	psaK2	alternative photosystem I reaction center subun it X	-0.449169546801626	0.141165354310345	0.581297366942537	0.148445736268811	0.665258648332501	0.934932621803461	0.0795072638377394	0.00412480739610682	-0.417429811747364
slr1079	5	slr1079	slr1079	unknown protein	-1.77150694230832	-1.18110042052184	1.4152052086837	0.754108053744329	0.862463238140476	0.116375269737098	0.113835986215346	1.10331231933829	-0.417480455211984
ccmK2	5	sll1028	ccmK2	carbon dioxide concentrating mechanism protein CcmK	-0.626149943901144	-0.0345138445747426	0.159190410383876	0.162580852492505	0.0385156130506793	0.461056965216689	0.885603429011723	0.0116051219121346	-0.418349897828456
sll5044	5	sll5044	sll5044	hypothetical protein	-0.766484676152725	-0.174653915347149	0.851537602569964	0.341854596754077	0.770897234545621	0.830847581906481	0.086615460513289	0.014055909536542	-0.418487544280416
slr0670	5	slr0670	slr0670	hypothetical protein	-0.474477785950514	0.117676400275944	0.473995780265034	0.238838677627814	0.287103864635769	0.914355054285718	0.257148437098857	0.00457586213611848	-0.41871624058873
slr1240	5	slr1240	slr1240	unknown protein	-0.0237603185869168	0.569630196064312	0.263797678437048	0.314303202622959	0.594324564040631	0.116375269737098	0.00536926934529288	0.532113952264252	-0.41959045680166
ssl8039	5	ssl8039	ssl8039	hypothetical protein	-0.337093041562758	0.258836048438468	0.366465168747456	0.134923469396916	0.265778382136691	0.647662559333708	0.193990420385108	0.0488297332923268	-0.421385500646195
sll0606	5	sll0606	sll0606	hypothetical protein	-0.568108769356552	0.0291316885630848	0.877518120763645	0.229292574898955	0.96476911582635	0.952507446680345	0.00884920737977001	0.00061559978243957	-0.422312777793934
sll1124	5	sll1124	plpA;  hik3	two-component sensor histidine kinase;  phytochr ome-like protein	-0.345491303447117	0.252298003910004	0.407556061892513	0.39588670871866	0.265778382136691	0.851068828310938	0.19882345504491	0.0176697704018782	-0.42270087295303
slr1908	5	slr1908	slr1908	probable porin	-0.327159811676976	0.270979368944362	0.548510221766126	0.235776442006477	0.453523779275958	0.647662559333708	0.112346658707821	0.0511205853786699	-0.422948270710713
mmsB	5	slr0229	mmsB	3-hydroxyisobutyrate dehydrogenase	-0.483168631444899	0.116267706632874	0.774470101559244	0.214278512196619	0.892734787732264	0.891443924977185	0.0238093622791519	0.00580245271538307	-0.423865499544425
sll1174	5	sll1174	sll1174	unknown protein	-0.566594337641424	0.0343941792783071	0.292144531403296	0.369233725960543	0.0540569593737855	0.972096826221706	0.717959100680181	0.000422720793212596	-0.424963055729188
sll1768	5	sll1768	sll1768	probable oligopeptides ABC transporter permease protein	-0.860653708788582	-0.258486146691949	0.402784044852534	0.701398980429605	0.0273335965306326	0.851068828310938	1.34546271465081	0.018103158936375	-0.425796766569101
sll0944	5	sll0944	sll0944	hypothetical protein	-0.313433107091149	0.290571971168819	0.457813560485565	0.275502073429477	0.48928840640055	0.773956683279766	0.0973006299965559	0.0323358209676343	-0.427096086708734
hypE	5	sll1462	hypE	putative hydrogenase expression/formation prote in HypE	-0.363181737064644	0.243776031742938	0.293748739151647	0.216761948960473	0.346720922983932	0.830847581906481	0.167070844494423	0.0196187634416628	-0.429183954217698
slr2018	5	slr2018	slr2018	unknown protein	0.266515559526646	0.877580829655082	0.6078495685334	0.389417605200751	0.698410020881592	0.0134408636598083	0.0415469874288886	1.64245643185704	-0.432088396255407
map3_pepM	5	slr0918	map	methionine aminopeptidase	-0.437477625603444	0.173613325117133	0.192900469515546	0.250286845411854	0.0540569593737855	0.873632922859333	0.55434906736524	0.0101860687767993	-0.432106555176254
ssr2422	5	ssr2422	ssr2422	unknown protein	-1.19770433302056	-0.586089235042016	0.820236006274493	0.615007104915644	0.212427160885994	0.851068828310938	0.805803444617685	0.0410469447150241	-0.432477183256704
sll0888	5	sll0888	sll0888	hypothetical protein	-0.456774730476447	0.15687683613239	0.456133118470359	0.120545508100478	0.381125238931649	0.934932621803461	0.191357684018183	0.00458389196923015	-0.433917184034856
slr0937	5	slr0937	slr0937	unknown protein	-0.419801737286267	0.195270794932031	0.441609092447615	0.144799386385074	0.346720922983932	0.934932621803461	0.193117174160546	0.00570575140844083	-0.43492195845314
melB	5	sll1374	sll1374	hypothetical protein	-0.342933874329711	0.27651558700061	0.470725516279705	0.272139948537736	0.453523779275958	0.873632922859333	0.117763470828475	0.0162234482010234	-0.438016914709024
dpm1_2	5	slr1943	dpm1	probable glycosyltransferase	-1.19517256015957	-0.573018920967268	0.711231506853061	0.734938683269845	0.0462389875329816	0.773956683279766	1.59554542871718	0.0637674623775032	-0.439929057212763
sll1095	5	sll1095	sll1095	hypothetical protein	-0.639751436318872	-0.0173679459689908	0.455636509609481	0.50041403032215	0.130921992025113	0.952507446680345	0.564892454437687	0.000367012840219682	-0.440091586524953
sll1072	5	sll1072	sll1072	hypothetical protein	-0.47454820230038	0.148395433861669	0.723963256413615	0.201740849849049	0.665258648332501	0.799499133977992	0.0839995262205178	0.0144213654019393	-0.44048766942719
slr0642	5	slr0642	slr0642	hypothetical protein	-0.63088144845717	-0.0047624980363937	0.356657380373473	0.202943164546964	0.0462389875329816	0.290576508746449	0.842221487258646	0.00255622080790881	-0.442732955671935
gspD	5	slr1277	pilQ	pilus assembly protein homologous to general se cretion pathway protein D	0.0714891638532982	0.69811412805591	0.192009031345798	0.0675292349727496	0.831372755086894	0.00942124926252689	0.00573373204333201	1.41430348204859	-0.443090761448445
ymxG	5	slr1331	ymxG	periplasmic processing protease	-1.32681385108551	-0.699811815251932	0.612236716201258	0.442631075346175	0.019602630199946	0.116375269737098	2.26578097756006	0.653721718805939	-0.443357391355692
slr0498	5	slr0498	slr0498	unknown protein	-0.664684229685258	-0.0374956152512881	0.649882349941586	0.128641188338093	0.521743220241387	0.721165257323383	0.187801999698259	0.00532307266479537	-0.443489322349255
sll0809	5	sll0809	sll0809	hypothetical protein	-1.20627012505107	-0.578422660955933	0.702666702139904	0.374302059134193	0.23672765952564	0.497647869636685	0.754824731774935	0.175307096905664	-0.443955199412446
ctaC2	5	sll0813	ctaC	cytochrome c oxidase subunit II	-0.738909690622656	-0.108036703112775	0.644200604306808	0.935308977897556	0.287103864635769	0.851068828310938	0.400460206414454	0.00756638463005659	-0.446094567535653
sll0470	5	sll0470	sll0470	hypothetical protein	-1.00742009730065	-0.375271377471392	0.556382439983588	0.31265857076458	0.102132247396431	0.135288050494858	0.998189219213693	0.326013467131444	-0.44699664650966
ssr0657	5	ssr0657	ssr0657	hypothetical protein	-0.794198179810228	-0.159117957596004	0.841970875051377	0.566727207751559	0.632601102915249	1	0.157942235893715	0	-0.449069531725137
slr1652	5	slr1652	slr1652	hypothetical protein	-1.20965747174229	-0.573479988928347	0.860598852193101	0.397050066092825	0.594324564040631	0.386972664061619	0.273353943364492	0.236457104258257	-0.449845412135927
slr0846	5	slr0846	slr0846	hypothetical protein	-0.132319601581381	0.505396010417269	0.208235106025412	0.226878337381494	0.212427160885994	0.0731074288285478	0.0890232988268618	0.574149320457744	-0.450933033712775
arsA	5	sll1957	arsA	transcriptional regulator	-0.327124092358136	0.312096269368881	0.879230231509838	0.131892469681703	0.801021337301133	0.576431906113401	0.0315203413001182	0.0746696530610294	-0.451997052449691
moaE	5	slr0903	moaE	molybdopterin (MPT) converting factor;  subunit 2	-1.61336139571965	-0.971832028729284	0.528431902594113	1.00547103188416	0.0122270411707067	0.386972664061619	3.08584185670524	0.400705502851408	-0.453629765729202
sll5043	5	sll5043	sll5043	hypothetical protein	-0.541280867508057	0.101388385838996	0.498934325585426	0.395003723474433	0.23672765952564	0.891443924977185	0.338707041770082	0.00505988577359149	-0.454435787101796
slr0388	5	slr0388	slr0388	hypothetical protein	-0.608594808957513	0.0342264947055095	0.789226029868154	0.293537155238782	0.862463238140476	1	0.0391079417351564	0	-0.4545433029113
rfbC	5	slr0985	rfbC	dTDP-4-dehydrorhamnose 3; 5-epimerase	-2.25419970966586	-1.61052676667391	1.37864260999965	0.954168064959286	0.287103864635769	0.17662761241048	1.22168824213349	1.21263228111667	-0.455145502855914
ddh	5	slr1556	ddh	2-hydroxyacid dehydrogenase homolog	-0.408045365975644	0.236648356335732	0.570457253694483	0.159627316401129	0.801021337301133	0.773956683279766	0.0393175846779359	0.0263350207247323	-0.455867302834771
dacB	5	slr0804	dacB	probable D-alanyl-D-alanine carboxypeptidase	-0.591192359132233	0.0550380506777828	0.227769918161631	0.286228292832253	0.0327294984651215	0.972096826221706	0.877956508897974	0.000676443774137721	-0.456953904985624
slr0757	5	slr0757	kaiB1	circadian clock protein KaiB homolog	-0.254170837909705	0.39350824425963	0.382681916956601	0.311680722134384	0.453523779275958	0.613832048322259	0.0872822497168965	0.0834042457861758	-0.457978271034616
sll1751	5	sll1751	sll1751	hypothetical protein	-0.696695367528118	-0.0478443330062089	0.68921371535329	0.24304609348757	0.453523779275958	0.914355054285718	0.239245145293957	0.00186043311418075	-0.458806966490349
slr7101	5	slr7101	slr7101	hypothetical protein	-0.228419527603527	0.422532651759928	0.224893095018492	0.290447943755586	0.265778382136691	0.873632922859333	0.131450948908794	0.0247904165671975	-0.460292700256061
mgtC	5	slr0014	mgtC	Mg2+ transport ATPase	-0.367717062300374	0.284779139869402	0.657089331615476	0.189319300230599	0.945895107585028	0.914355054285718	0.00888294872632585	0.0110736739076745	-0.461384489252717
sll0913	5	sll0913	sll0913	hypothetical protein	-1.75226571442006	-1.09721299866612	1.2343014047712	0.81301069212548	0.560291610153004	0.721165257323383	0.440845312878787	0.155766067085861	-0.463192217344272
phoA	5	sll0222	phoA	putative purple acid phosphatase	-0.89386468689763	-0.234433080575535	0.900751064038475	0.235455032625637	0.892734787732264	0.576431906113401	0.0440474541884935	0.05608858070621	-0.466288560559091
sll1946	5	sll1946	sll1946	hypothetical protein	-0.639244212847113	0.0204403648533634	0.555148782061095	0.260747487071191	0.287103864635769	0.891443924977185	0.346445408247771	0.00102009624152408	-0.466467438336191
murF	5	slr1351	murF	UDP-N-acetylmuramoylalanyl-D-glutamyl-2 6-diami nopimelate--D-alanyl-D-alanine ligase	-2.01650597603478	-1.35664836868625	1.34643132812019	1.07483760073265	0.23672765952564	0.873632922859333	1.26183062224025	0.0795959272138092	-0.466589788773674
sll0782	5	sll0782	sll0782	transcriptional regulator	-1.07230133892721	-0.411143863261425	0.956116302219034	0.380930093554392	0.453523779275958	0.576431906113401	0.368228212196619	0.0983669868594816	-0.467508934475457
slr1854	5	slr1854	slr1854	unknown protein	-1.29729994698761	-0.630862693220799	0.842973570438315	0.537728018317826	0.287103864635769	0.873632922859333	0.703085926663564	0.0370133500843233	-0.471242301373849
im30_2	5	slr1188	im30	hypothetical protein	-2.04960712637273	-1.38123714453061	1.02180254816047	0.979610284631824	0.0141658821770576	0.156197939506006	3.78922424053736	1.11372562542075	-0.472608946502093
sll0678	3	sll0678	sll0678	hypothetical protein	-0.6765615501805	-0.00815778513636011	0.724825229010775	0.134991108085285	0.698410020881592	0.595266336801933	0.105468867446774	0.00183785661861162	-0.472632834833331
kdtB	5	slr0847	kdtB	phosphopantetheine adenylyltransferase	-1.16981073090177	-0.500627001839943	0.941038716303329	0.553602722515482	0.770897234545621	0.799499133977992	0.132192721293563	0.0486519344681535	-0.473184352679322
slr7061	5	slr7061	slr7061	Csx1; accessory protein of CRISPR2	-1.02176512989844	-0.349887248286005	0.966101141076521	0.607976447517281	0.41870951708492	1	0.386316283989521	0	-0.475089406217406
sll1241	5	sll1241	sll1241	unknown protein	-0.513619251679924	0.15936269844446	0.502169414957127	0.519881484718456	0.265778382136691	1	0.295577784962146	0	-0.475870100549098
gidA2	5	sll0202	gidA	glucose inhibited division protein	-0.843736220839121	-0.170625066640135	0.613893306169143	0.290541724401464	0.287103864635769	0.773956683279766	0.457272093524532	0.0189877281875222	-0.475961461626407
sll1521	5	sll1521	sll1521	flavoprotein	-1.1560700818255	-0.482787780111642	0.493956281609464	0.777890142519749	0.0230333039733418	0.851068828310938	1.89323095669902	0.0338121946872324	-0.476082481194755
slr0358	5	slr0358	slr0358	unknown protein	-3.40332436012177	-2.72690602791262	1.80199364928536	2.19695789430902	0.0641744396408226	0.539930253869482	4.05893366830483	0.729890040369688	-0.478299989623986
gcvT	5	sll0171	gcvT	probable aminomethyltransferase	-0.178953475967811	0.500434863013432	0.0471368211204986	0.767921939676838	0.0540569593737855	0.914355054285718	0.226760608311538	0.0194594747620345	-0.480400101552702
slr0575	5	slr0575	slr0575	hypothetical protein	-0.895643247801123	-0.216241639188895	0.682553458825114	0.533875679512135	0.212427160885994	0.851068828310938	0.602579780609616	0.0151445515088439	-0.480409484598755
slr2015	5	slr2015	pilA9	type 4 pilin-like protein;  essential for motili ty	0.246183634110262	0.930809376093736	0.111467877765558	0.118321018874794	0.560291610153004	0.00942124926252689	0.0619363263869458	1.88571880846883	-0.484103504731386
rpoF	5	slr1564	sigF	group 3 RNA polymerase sigma factor	-0.470901632665253	0.213763575329201	0.435598628776168	0.212425497961162	0.23672765952564	0.799499133977992	0.294667165494031	0.0207739722795046	-0.484131411415376
ssl2982	5	ssl2982	ycf61	probable DNA-directed RNA polymerase omega subu nit	-1.5634181195394	-0.878303685507969	0.712297968957197	0.230752116801203	0.0141658821770576	0.0319505320523307	2.89037921483919	1.31352240127913	-0.484449062192406
sll1708	5	sll1708	sll1708	two-component response regulator NarL subfamily	-0.421829841302156	0.263547732041761	0.0824690854565453	0.158244917734432	0.0540569593737855	0.678548525328875	0.534521002737281	0.04438646894058	-0.484635129784665
trxM	5	slr0233	trxM1	thioredoxin M	-2.31263626866498	-1.6268548572244	1.37481822154996	1.00255542344506	0.0881684801104733	0.100249315167833	2.43910658895653	1.62509555277499	-0.484920686441314
sll0364	5	sll0364	sll0364	hypothetical protein	-0.584525113031763	0.10219078363987	0.635333869903126	0.117039514450802	0.665258648332501	0.952507446680345	0.103466481003722	0.00215945684163842	-0.485581467285112
ssl1464	5	ssl1464	ssl1464	unknown protein	-0.243398996902409	0.444203280850964	0.343796213980319	0.455193337126432	0.48928840640055	0.647662559333708	0.0755595857723063	0.0837994856681856	-0.486208233358726
cefD	5	slr2143	cefD	L-cysteine/cystine lyase	-0.709499150944871	-0.0213876306193455	0.608271050342259	0.144226200045871	0.41870951708492	0.799499133977992	0.268252524446578	0.00207849276906192	-0.486568322234764
sll1178	5	sll1178	sll1178	probable carbamoyl transferase	0.198706502036824	0.887892389898981	0.121474574817429	0.511586639568756	0.665258648332501	0.156197939506006	0.0351729327961174	0.715929564421483	-0.487328014805403
slr1972	5	slr1972	ycf81	hypothetical protein YCF81	-1.01868275365109	-0.328392257042156	1.67103889678332	0.478729558035411	0.732413180445005	0.613832048322259	0.137770576283097	0.0696028835994348	-0.488109091140806
rnc2	5	slr0346	rnc	ribonuclease III	-0.478809462979777	0.21149457779509	0.649975881409758	0.257208023051725	0.770897234545621	0.799499133977992	0.0541071510291361	0.0205534665558176	-0.488118668312383
panB	5	slr0526	panB	3-methyl-2-oxobutanoate hydroxymethyltransferas e	-4.26046698768769	-3.56933900664246	2.35462203062709	2.29828652497206	0.130921992025113	0.228418740933118	3.7619386485067	2.28890383794684	-0.488701282064853
rbcR	5	sll1594	ndhR	ndhF3 operon transcriptional regulator;  LysR fa mily protein	-2.03756101545016	-1.34633855130276	1.18548523301201	0.820233064330442	0.265778382136691	0.461056965216689	1.17257631933021	0.45270016178694	-0.488768091707098
ppd	5	slr0090	ppd	probable 4-hydroxyphenylpyruvate dioxygenase	-0.550409129683282	0.142667534366327	0.414744899403808	0.170849929738158	0.167042074736508	0.934932621803461	0.427763733486465	0.00416870062639317	-0.490079209031629
gyrB	5	sll2005	gyrB	DNA gyrase B subunit  [Contains: Ssp gyrB intei n]	-3.2237939057496	-2.52988905133067	1.33967165718327	1.80949609919627	0.00872410061899529	0.135288050494858	6.63869216766859	2.19781723466258	-0.490664828057893
slr0338	5	slr0338	slr0338	probable oxidoreductase	-2.79589334432891	-2.10124865082174	0.558107261246415	0.892585655591824	0.00872410061899529	0.010310564376866	5.75752538446382	4.17458759623878	-0.49118797329417
ssl3829	5	ssl3829	ssl3829	hypothetical protein	-0.739184388069016	-0.0442343465850917	0.608565424450431	0.235209270228185	0.381125238931649	0.873632922859333	0.309668208693911	0.0025952736998069	-0.491403886919156
slr0262	5	slr0262	slr0262	unknown protein	-1.15096757263734	-0.451685597688704	1.58752902823828	0.775955063607528	0.560291610153004	0.613832048322259	0.289567190350795	0.0957349614836753	-0.4944670264477
sll0103	5	sll0103	sll0103	hypothetical protein	-1.11191963047731	-0.410152650993958	1.0863382647778	0.57447280693781	0.521743220241387	0.914355054285718	0.314165314567896	0.0159488392006459	-0.496224190005482
hlyD	5	sll1181	hlyD	similar to hemolysin secretion protein	-0.254934886898012	0.447832258442202	0.49225644417357	0.409040035883778	0.801021337301133	0.914355054285718	0.0245644843411134	0.0174140156389285	-0.496931414065177
sll1934	5	sll1934	sll1934	hypothetical protein	-0.63698125179567	0.0667167473508732	0.611317729023325	0.150663344499659	0.665258648332501	0.914355054285718	0.112751714373412	0.00259428940154496	-0.497589627103926
sll7047	5	sll7047	sll7047	hypothetical protein	-0.898681600682023	-0.192987580428223	0.963548985488226	0.283263282943587	0.698410020881592	0.746352504788104	0.140095059487048	0.0245202310483536	-0.499001027164259
slr1214	5	slr1214	lsiR	two-component response regulator PatA subfamily	-0.900916357828441	-0.193027795628049	0.908711443684496	0.37897435846132	0.831372755086894	0.934932621803461	0.0722572864307543	0.00564021167198265	-0.500552802656292
slr1740	5	slr1740	slr1740	oligopeptide binding protein of ABC transporter	-0.607992326760993	0.100411442759909	0.51761386004804	0.101833607109329	0.521743220241387	0.799499133977992	0.171784088846187	0.0097581850660338	-0.500917109246341
ssr1480	5	ssr1480	rbp2	putative RNA-binding protein	-1.32096257851704	-0.610399102222375	0.368747637844318	0.36588364252683	0.0164280793662919	0.0451178924440654	2.35714307195347	0.82138428157713	-0.502444252551447
ccmL	5	sll1030	ccmL	carbon dioxide concentrating mechanism protein CcmL;  putative carboxysome assembly protein	-0.512718281282527	0.198012925876067	0.43591285469677	0.182795727238484	0.23672765952564	0.934932621803461	0.320833975001084	0.00578587561493832	-0.502562856182742
mbpA	5	slr1803	mbpA	adenine-specific DNA methylase	-0.45627022930095	0.258367662345099	0.498832710046313	0.148893871796166	0.48928840640055	0.914355054285718	0.141642282692061	0.0100466601676298	-0.505325299275778
slr0962	5	slr0962	slr0962	unknown protein	-2.97623475691599	-2.25970887864516	1.29575290444606	1.17688998879969	0.00872410061899529	0.0114799821403657	6.1288987284958	4.38396806738357	-0.506660307420954
slr0311	5	slr0311	hik29	two-component sensor histidine kinase	-0.167888105214453	0.548653053819366	0.187574108081845	0.360341170014152	0.317804804672139	0.934932621803461	0.083581337286265	0.0160314702240284	-0.506671112552082
sll1456	5	sll1456	sll1456	unknown protein	-0.536438897466665	0.180386615201162	1.36232875905829	0.17324746385598	0.801021337301133	0.799499133977992	0.0516890609093282	0.0175303324619809	-0.506872180934944
sll1071	5	sll1071	sll1071	hypothetical protein	-0.824637687361982	-0.107323197734931	0.933106118047211	0.272674122908647	0.665258648332501	0.576431906113401	0.14596868074983	0.0256772884740756	-0.507217939858655
sll0691	5	sll0691	sll0691	hypothetical protein	-0.796117572157756	-0.0783358855030241	0.37760753694847	0.182990464851285	0.0327294984651215	0.20123938752781	1.18228287887533	0.0545442597369937	-0.507548298045079
slr0697	5	slr0697	slr0697	5-oxoprolinase homolog	-1.16034652223429	-0.440950284441025	1.11219516853848	0.565720534369876	0.632601102915249	0.914355054285718	0.230758176979165	0.0171464091844492	-0.508689958103706
minD	5	sll0289	minD	septum site-determining protein MinD	-1.10741470439612	-0.387921355743244	0.405539684818045	0.267532008456722	0.019602630199946	0.0731074288285478	1.89111620250136	0.440693591164566	-0.508758625851066
lytB	5	slr0191	lytB	amidase enhancer;  periplasmic protein	-0.794769570077331	-0.0739687069642705	0.859652293469902	0.320943240171842	0.521743220241387	0.914355054285718	0.224556726177369	0.00287628279469593	-0.509683178192361
pdxA	5	sll0660	pdxA	pyridoxal phosphate biosynthetic protein PdxA	-3.5083931005224	-2.7862878245938	2.06771276991834	1.7384263518576	0.146923687918804	0.678548525328875	2.92216930857802	0.469264057131981	-0.510605537339692
slr0103	5	slr0103	slr0103	unknown protein	-1.8300232751194	-1.10531187320467	1.17587421077902	0.665515497709993	0.41870951708492	0.355751015093573	0.6919083168641	0.49612349198663	-0.512448346697113
sll0142	5	sll0142	sll0142	probable cation efflux system protein	-0.0895549295903109	0.640579823267228	0.127105305825996	0.432118794153796	0.317804804672139	0.972096826221706	0.0445839850665675	0.00787303016642402	-0.51628323492553
sll1699	5	sll1699	sll1699	oligopeptide-binding protein of oligopeptide AB C transporter	-0.390261718380831	0.340087257965217	0.790963679337141	0.20693762613779	0.41870951708492	0.830847581906481	0.147552947753495	0.0273697599220053	-0.516434713806944
slr1748	5	slr1748	pgam3	probable phosphoglycerate mutase	-0.9204138090179	-0.188486694867519	0.279658898847816	0.136335346132975	0.0230333039733418	0.116375269737098	1.50730993181171	0.176072829088327	-0.517550625750034
