chr	start	end	strand	type	gene	name	product	locus	CO2_30percent	CO2_4percent
NC_000911.1	3516569	3517858	+	protein-coding	SGL_RS18090	glgC	glucose 1-phosphate adenylyltransferase monomer	slr1176	-0.2271016016346669	-0.165774830117186
NC_000911.1	3516756	3516917	-	non-coding	SLR1176-AS	slr1176-as	SLR1176-AS-RNA	slr1176-as	0.15536684502344503	0.24441508947264995
NC_000911.1	3517887	3518735	+	protein-coding	SGL_RS18095	slr1177	TIGR03943 family protein	slr1177	-0.8882004215337834	-0.07366962376593066
NC_000911.1	3518298	3518333	-	non-coding	SLR1177-AS	slr1177-as	SLR1177-AS-RNA	slr1177-as	0.00214971335469278	0.13321708389213788
NC_000911.1	3518857	3519312	+	protein-coding	SGL_RS18100	slr1178	SH3 domain-containing protein	slr1178	-1.1461201067500035	-0.6228151543827599
NC_000911.1	3518857	3519312	+	protein-coding	SGL_RS18100	slr1178	SH3 domain-containing protein	slr1178	-1.3751378114416613	0.10557681853818736
NC_000911.1	3519431	3520561	+	protein-coding	SGL_RS18105	anmK	anhydro-N-acetylmuramic acid kinase	slr1179	0.30453913389716963	0.20028273352621195
NC_000911.1	3519431	3520561	+	protein-coding	SGL_RS18105	anmK	anhydro-N-acetylmuramic acid kinase	slr1179	-0.08609612217296443	-0.0361332323616525
NC_000911.1	3520597	3521694	-	protein-coding	SGL_RS18110	prfA	peptide chain release factor 1	sll1110	-1.483695404206239	-3.9049449989128
NC_000911.1	3520753	3520925	+	non-coding	SLL1110-AS	sll1110-as	SLL1110-AS-RNA	sll1110-as	-2.2123475805348525	-2.245726114911804
NC_000911.1	3521783	3522367	-	protein-coding	SGL_RS18115	sll1109	DUF3727 domain-containing protein	sll1109	-1.360246082980836	0.4354094487986172
NC_000911.1	3522433	3523260	-	protein-coding	SGL_RS06530	surE	5'/3'-nucleotidase SurE	sll1108	-1.42119919098461	-0.07283293784102207
NC_000911.1	3523717	3524799	+	protein-coding	SGL_RS18130	psbA1	photosystem II protein D1 1 precursor	slr1181	0.16814678754173193	-0.5538332009230472
NC_000911.1	3523781	3523933	-	non-coding	SLR1181-AS	slr1181-as	SLR1181-AS-RNA	slr1181-as	0.18010823204024257	0.08142856906500971
NC_000911.1	3524938	3525450	+	protein-coding	SGL_RS18135	slr1182	isoprenylcysteine carboxylmethyltransferase family protein	slr1182	0.1466328121908153	0.17856330925774627
NC_000911.1	3525482	3526066	+	protein-coding	SGL_RS18140	slr1183	class I SAM-dependent methyltransferase	slr1183	-1.1724799696071313	0.22607445412901592
NC_000911.1	3526097	3526591	+	protein-coding	SGL_RS18145	slr1184	rhodanese-like domain-containing protein	slr1184	0.506223488435602	-0.09522398437031848
NC_000911.1	3527045	3527581	+	protein-coding	SGL_RS18155	petC2	cytochrome <i>b</i><sub>6</sub><i>f</i> complex iron-sulfur subunit C2	slr1185	-1.3438803439135485	-1.3078792661196756
NC_000911.1	3527642	3528088	+	protein-coding	SGL_RS18160	slr1186	DUF2214 family protein	slr1186	0.3702214655013664	0.10605129280685534
NC_000911.1	3528265	3529305	+	protein-coding	SGL_RS18165	slr1187	hypothetical protein	slr1187	0.02854360626257106	0.2125116660774715
NC_000911.1	3528352	3528432	-	non-coding	SLR1187-AS	slr1187-as	SLR1187-AS-RNA	slr1187-as	0.1749240077168994	0.10983332773670808
NC_000911.1	3529323	3529994	+	protein-coding	SGL_RS18170	slr1188	PspA/IM30 family protein	slr1188	-2.0495075714178035	-1.3810555580983233
NC_000911.1	3530030	3530971	+	protein-coding	SGL_RS18175	slr1189	homocysteine S-methyltransferase family protein	slr1189	-1.7312728513081366	-1.7270815309416034
NC_000911.1	3530979	3531755	-	protein-coding	SGL_RS18180	sll1107	ABC transporter permease	sll1107	-0.8404874347808491	-0.5707654974784867
NC_000911.1	3531885	3532400	-	protein-coding	SGL_RS18185	sll1106	DUF1269 domain-containing protein	sll1106	0.00868424811890463	-7.407680569669956e-5
NC_000911.1	3532600	3533610	+	protein-coding	SGL_RS18190	adhA	NAD(P)-dependent alcohol dehydrogenase	slr1192	-0.35858801203620483	0.10850034900732872
NC_000911.1	3533844	3535046	+	protein-coding	SGL_RS18195	argG	argininosuccinate synthase	slr0585	-1.2044230412890742	-1.563655417271003
NC_000911.1	3535174	3535938	+	protein-coding	SGL_RS18200	slr0586	2-phosphoglycolate phosphatase	slr0586	0.1517035456759351	-0.3126131040147242
NC_000911.1	3535174	3535938	+	protein-coding	SGL_RS18200	slr0586	2-phosphoglycolate phosphatase	slr0586	0.4374608872879992	-0.10273709683975776
NC_000911.1	3536090	3536422	+	protein-coding	SGL_RS18205	slr0587	hypothetical protein	slr0587	0.2354080532878457	-0.08467825531829473
NC_000911.1	3536090	3536422	+	protein-coding	SGL_RS18205	slr0587	hypothetical protein	slr0587	0.1608230214104539	0.1416908577620939
NC_000911.1	3536464	3537630	-	protein-coding	SGL_RS18210	purK	5-(carboxyamino)imidazole ribonucleotide synthase	sll0578	-0.2526426182978767	-2.538546217126694
NC_000911.1	3537706	3538215	-	protein-coding	SGL_RS18215	sll0577	pentapeptide repeat-containing protein	sll0577	-2.1591483007196697	-1.9037739223455712
NC_000911.1	3538447	3538803	+	protein-coding	SGL_RS18220	slr0588	hypothetical protein	slr0588	-0.4112854080959216	0.07438737045695615
NC_000911.1	3538842	3539387	+	protein-coding	SGL_RS18225	slr0589	cofactor assembly of complex C subunit B	slr0589	0.2120275372012215	0.16927768634017276
NC_000911.1	3538842	3539387	+	protein-coding	SGL_RS18225	slr0589	cofactor assembly of complex C subunit B	slr0589	-0.30912905439051774	0.25459422903764994
NC_000911.1	3539496	3540212	+	protein-coding	SGL_RS18230	slr0590	DUF2993 domain-containing protein	slr0590	-0.9760085944984108	-1.6214403104352997
NC_000911.1	3540326	3541258	-	protein-coding	SGL_RS18235	sll0576	NAD-dependent epimerase/dehydratase	sll0576	-1.4470231034475436	-2.3250777815469705
NC_000911.1	3541344	3542108	-	protein-coding	SGL_RS18240	sll0575	ABC transporter ATP-binding protein	sll0575	-2.983178657126912	-4.11719098181187
NC_000911.1	3541971	3541996	+	non-coding	SLL0575-AS	sll0575-as	SLL0575-AS-RNA	sll0575-as	-0.04461316858981747	0.2662155624327089
NC_000911.1	3542121	3542936	-	protein-coding	SGL_RS18245	sll0574	ABC transporter permease	sll0574	-3.2989071023924574	-4.767619967977125
NC_000911.1	3542799	3542874	+	non-coding	SLL0574-AS	sll0574-as	SLL0574-AS-RNA	sll0574-as	-1.080512417169622	-0.8433280694544438
NC_000911.1	3543143	3544210	+	protein-coding	SGL_RS18250	nrdF	ribonucleotide-diphosphate reductase subunit beta	slr0591	-2.3359644430859428	-4.322649089873093
NC_000911.1	3544207	3545133	-	protein-coding	SGL_RS18255	arcC	carbamate kinase	sll0573	0.0027817706238843	-1.0481643849057318
NC_000911.1	3545120	3546493	-	protein-coding	SGL_RS18260	sll0572	cyclic 2,3-diphosphoglycerate synthase	sll0572	0.2707721803958778	0.21540447329111495
NC_000911.1	3546792	3548315	+	protein-coding	SGL_RS18270	slr0592	family 10 glycosylhydrolase	slr0592	-1.618321271857496	-0.0740496017453923
NC_000911.1	3547441	3547510	-	non-coding	NC-3547510	NC-3547510	NC-3547510-RNA	NC-3547510	-0.24136696368151833	0.12718889407367762
NC_000911.1	3548465	3549706	+	protein-coding	SGL_RS18275	slr0593	cyclic nucleotide-binding domain-containing protein	slr0593	0.1073786350037534	0.14437562128105505
NC_000911.1	3548465	3549706	+	protein-coding	SGL_RS18275	slr0593	cyclic nucleotide-binding domain-containing protein	slr0593	0.06518721642747807	0.01241015412801055
NC_000911.1	3548855	3548924	-	non-coding	SLR0593-AS	slr0593-as	SLR0593-AS-RNA	slr0593-as	-0.2164702540787657	0.00577060457906668
NC_000911.1	3549956	3551020	-	protein-coding	SGL_RS18280	recA	recombinase RecA	sll0569	-1.8361837148293616	-2.4714111514831036
NC_000911.1	3551159	3552382	+	protein-coding	SGL_RS18285	slr0594	ABC transporter permease	slr0594	0.38113968489015737	0.1324713401752034
NC_000911.1	3552006	3552057	-	non-coding	SLR0594-AS	slr0594-as	SLR0594-AS-RNA	slr0594-as	0.07908822850135384	0.20941766449158933
NC_000911.1	3552457	3552954	-	protein-coding	SGL_RS18290	fur	ferric uptake regulation protein	sll0567	-1.0401115607789888	-2.5319221310670006
NC_000911.1	3552457	3552954	-	protein-coding	SGL_RS18290	fur	ferric uptake regulation protein	sll0567	-1.656984280006303	-3.400361139921721
NC_000911.1	3553097	3553918	+	protein-coding	SGL_RS18295	slr0596	creatininase family protein	slr0596	0.3560814502979203	0.13383461818080755
NC_000911.1	3553977	3555512	+	protein-coding	SGL_RS18300	purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	slr0597	-1.9192704302263004	-3.293126201180657
NC_000911.1	3555674	3556075	-	protein-coding	SGL_RS18305	sll0565	hypothetical protein	sll0565	0.2625233852663822	0.1370526810309623
NC_000911.1	3556111	3557094	-	protein-coding	SGL_RS18310	sll0564	class I SAM-dependent methyltransferase	sll0564	0.09320855794326297	0.3663691323347986
NC_000911.1	3556272	3556342	+	non-coding	SLL0564-AS	sll0564-as	SLL0564-AS-RNA	sll0564-as	0.4311850392543314	0.2394796671885152
NC_000911.1	3557139	3557447	+	protein-coding	SGL_RS18315	slr0598	DUF3067 family protein	slr0598	-0.9443754161556452	-0.4752852299555989
NC_000911.1	3557481	3559088	+	protein-coding	SGL_RS18320	spkC	serine/threonine-protein kinase SpkC	slr0599	-1.34139891437291	-1.620897506638451
NC_000911.1	3559108	3559169	-	non-coding	SLR0600-AS2	slr0600-as2	SLR0600-AS2-RNA	slr0600-as2	0.3896871550095458	0.02593428608162968
NC_000911.1	3559199	3560179	+	protein-coding	SGL_RS18325	slr0600	diflavin-linked disulfide oxidoreductase monomer	slr0600	-1.118151113895743	0.28267048681822343
NC_000911.1	3560029	3560177	-	non-coding	SLR0600-AS	slr0600-as	SLR0600-AS-RNA	slr0600-as	0.38441839797379906	0.10633139561480226
NC_000911.1	3560323	3560709	+	protein-coding	SGL_RS18330	slr0601	hypothetical protein	slr0601	0.44526856663450504	0.1813560926867367
NC_000911.1	3560755	3561144	+	protein-coding	SGL_RS18335	slr0602	hypothetical protein	slr0602	0.4936780313436844	-0.03876067365199198
NC_000911.1	3561162	3561665	-	protein-coding	SGL_RS18340	sll0563	hypothetical protein	sll0563	-0.6925676276970735	-1.8412085138373004
NC_000911.1	3564838	3566649	+	non-coding	SLR0604-AS2	lepA	translation elongation factor 4	slr0604	0.01947363846020929	-0.32643118794985876
NC_000911.1	3564838	3566649	+	non-coding	SLR0604-AS2	lepA	translation elongation factor 4	slr0604	-0.01995845182473841	-0.22501185136356172
NC_000911.1	3565927	3566241	-	protein-coding	SGL_RS18350	lepA	lepA	slr0604-as2	-0.02019746698050673	0.01613081883862124
NC_000911.1	3566578	3566677	-	non-coding	SLR0604-AS	slr0604-as	SLR0604-AS-RNA	slr0604-as	-0.49191255969036646	-0.02284997321373333
NC_000911.1	3566761	3567720	+	protein-coding	SGL_RS18355	slr0605	glutathione <i>S</i>-transferase	slr0605	0.3618485589807601	0.06503724124788604
NC_000911.1	3568022	3568975	+	protein-coding	SGL_RS18365	slr0606	glycosyltransferase family 9 protein	slr0606	-0.02193162803446145	-2.1349171611938864
NC_000911.1	3569134	3569523	+	protein-coding	SGL_RS18370	slr0607	cyclic nucleotide-binding domain-containing protein	slr0607	0.43819577407250376	0.2270002721893111
NC_000911.1	3569672	3570319	+	protein-coding	SGL_RS18375	hisIE	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	slr0608	-4.226525547315142	-5.356817667056687
NC_000911.1	3570424	3571575	+	protein-coding	SGL_RS18380	slr0609	GTP-binding protein	slr0609	-0.20264229221914432	0.29678954957404174
NC_000911.1	3571711	3572403	+	protein-coding	SGL_RS18385	evrC	ABC-type viologen exporter permease protein	slr0610	0.4866718807863334	0.4798494131070232
NC_000911.1	3573080	3573200	-	non-coding	NCL1800	ncl1800	NCL1800-RNA	ncl1800	0.36933615255404345	-0.05094356568229392
NC_000911.1	3573271	772	+	protein-coding	SGL_RS01875	sds	solanesyl diphosphate synthase	slr0611	-3.6916821806567226	-3.9364778723142986
NC_005229.1	195	374	-	protein-coding	G2PN3-362	ssl5001	unknown protein	ssl5001	0.09294204630280306	0.20774077654187129
NC_005229.1	574	1017	-	protein-coding	SGL_RS00010	sll5002	hypothetical protein	sll5002	0.47437611807658386	0.1823144121101408
NC_005229.1	1136	1540	-	protein-coding	SGL_RS00015	sll5003	DUF5615 family PIN-like protein	sll5003	1.1127943263005633	0.05211491689717291
NC_005229.1	1515	1826	-	protein-coding	SGL_RS20055	sll5004	DUF433 domain-containing protein	sll5004	-2.5776502644234904	-3.1092859484020297
NC_005229.1	2528	13921	+	protein-coding	SGL_RS00020	slr5005	FG-GAP-like repeat-containing protein	slr5005	0.6502325676926003	-0.09997893062336244
NC_005229.1	14579	15133	-	protein-coding	SGL_RS00030	sll5006	hypothetical protein	sll5006	0.15633406449089285	0.17785318371344527
NC_005229.1	15233	15481	-	protein-coding	SGL_RS00035	ssl5007	hypothetical protein	ssl5007	0.03864948315542677	0.1986071519619983
NC_005229.1	15639	15812	-	protein-coding	G2PN3-361	ssl5008	unknown protein	ssl5008	-1.801913271854722	-0.11183693694220956
NC_005229.1	15996	16235	+	protein-coding	SGL_RS00040	ssr5009	hypothetical protein	ssr5009	0.07364528899694567	0.2107308671831197
NC_005229.1	16603	17166	+	protein-coding	SGL_RS00045	slr5010	site-specific integrase	slr5010	0.14327167493427476	0.08805546560963175
NC_005229.1	17218	17439	+	protein-coding	SGL_RS00050	ssr5011	DUF167 domain-containing protein	ssr5011	-0.14254983416360287	0.41302993385130815
NC_005229.1	17880	18800	+	protein-coding	SGL_RS00055	slr5012	DUF4007 family protein	slr5012	0.03597976970232186	0.16097958207790847
NC_005229.1	18822	20513	+	protein-coding	SGL_RS00060	slr5013	hypothetical protein	slr5013	0.25072680401304426	0.1726104272378478
NC_005229.1	20523	21479	-	protein-coding	SGL_RS00065	sll5014	LAGLIDADG endonuclease	sll5014	0.21255078435495256	0.20576078895823952
NC_005229.1	21479	21760	-	protein-coding	SGL_RS00070	ssl5015	hypothetical protein	ssl5015	0.5022236326006997	0.2896167476417567
NC_005229.1	21843	23219	+	protein-coding	SGL_RS00075	slr5016	HNH endonuclease domain-containing protein	slr5016	0.19943117201507948	0.22346749584888065
NC_005229.1	23255	23572	+	protein-coding	SGL_RS00080	slr5017	nucleotidyltransferase domain-containing protein	slr5017	-0.7564683583863137	-0.6060677554988365
NC_005229.1	23562	23903	+	protein-coding	SGL_RS00085	slr5018	DUF86 domain-containing protein	slr5018	0.11641886641105172	0.11271550367239708
NC_005229.1	23890	24063	+	protein-coding	SGL_RS00090	ssr5019	aminotransferase class V-fold PLP-dependent enzyme (inactive)	ssr5019	0.3743566110452301	-0.00443484428577034
NC_005229.1	24181	24462	+	protein-coding	SGL_RS00095	ssr5020	type II toxin-antitoxin system RelE/ParE family toxin	ssr5020	0.17794213483348764	0.2388892863412591
NC_005229.1	24473	24787	+	protein-coding	SGL_RS00100	slr5021	HigA family addiction module antitoxin	slr5021	-2.4169797196014176	-3.028208557825766
NC_005229.1	24798	25955	+	protein-coding	SGL_RS00105	slr5022	cysteine desulfurase family protein	slr5022	0.3869193423878327	0.3427434319795749
NC_005229.1	25994	27175	+	protein-coding	SGL_RS00110	slr5023	AAA family ATPase	slr5023	-0.24172518533520715	-0.7516844580782265
NC_005229.1	27175	27735	+	protein-coding	SGL_RS00115	slr5024	DUF4276 family protein	slr5024	0.15460549349714414	0.31678670341452425
NC_005229.1	27859	28053	-	protein-coding	SGL_RS00120	ssl5025	DUF433 domain-containing protein	ssl5025	-1.2574063991754838	-1.2918956229449552
NC_005229.1	28096	30168	-	protein-coding	SGL_RS00125	sll5026	DNA phosphorothioation-associated putative methyltransferase	sll5026	0.26401143635009733	-0.03658152142795586
NC_005229.1	30281	30574	-	protein-coding	SGL_RS18470	ssl5027	HNH endonuclease	ssl5027	0.2680504707619368	0.3743827438402211
NC_005229.1	30677	31183	-	protein-coding	SGL_RS19675	sll5028	hypothetical protein	sll5028	-0.09331623620477868	0.08503851222004097
NC_005229.1	32015	32836	-	protein-coding	SGL_RS00140	sll5030	ARMT1-like domain-containing protein	sll5030	-0.1280899136396515	0.2693975073714886
NC_005229.1	32865	33350	-	protein-coding	SGL_RS00145	sll5032	DUF4079 domain-containing protein	sll5032	0.05072690896820718	0.12103166098898983
NC_005229.1	33422	33961	-	protein-coding	SGL_RS00150	sll5033	DUF3122 domain-containing protein	sll5033	0.2347884542646076	0.1198246693455419
NC_005229.1	34001	34624	-	protein-coding	SGL_RS00155	sll5034	DUF3365 domain-containing protein	sll5034	0.5391394963058934	0.1734221379637099
NC_005229.1	34736	35005	-	protein-coding	SGL_RS18475	sll5035	metalloregulator ArsR/SmtB family transcription factor	sll5035	-0.2849361942953977	0.09650127142391252
NC_005229.1	35079	36365	-	protein-coding	SGL_RS00160	sll5036	FAD-dependent oxidoreductase	sll5036	0.38181935340844264	0.18245872630776416
NC_005229.1	36483	36866	+	protein-coding	SGL_RS00165	slr5037	DUF302 domain-containing protein	slr5037	-0.8547322433306519	0.17570096809945357
NC_005229.1	36906	38144	+	protein-coding	SGL_RS00170	chrA	chromate efflux transporter	slr5038	0.30031649971531593	0.28669398279760294
NC_005229.1	38437	38730	-	protein-coding	SGL_RS00175	ssl5039	hypothetical protein	ssl5039	0.22313243569414912	0.12829649447752484
NC_005229.1	38907	39641	+	protein-coding	SGL_RS00180	slr5040	IS5 family transposase	slr5040	0.24047770366490925	-0.02618271480267298
NC_005229.1	39663	40259	-	protein-coding	SGL_RS00185	sll5041	transposase (inactive)	sll5041	-0.03578274487083513	0.01052571867451976
NC_005229.1	40411	41316	-	protein-coding	SGL_RS00190	xssA	synechan sulfotransferase	sll5042	-1.4631049022185536	-0.9978816367149698
NC_005229.1	41411	42397	-	protein-coding	SGL_RS00195	xssB	synechan glycosyltransferase	sll5043	-0.5408298263631806	0.09928727194546384
NC_005229.1	42442	43161	-	protein-coding	SGL_RS00200	xssC	synechan glycosyltransferase	sll5044	-0.7679482178705621	-0.17555852163057434
NC_005229.1	43343	44293	-	protein-coding	SGL_RS00205	xssE	sulfotransferase	sll5046	-0.20747580814907624	-0.00368829301157994
NC_005229.1	44338	45855	-	protein-coding	SGL_RS00210	xssF	synechan polymerase	sll5047	-2.028964776628842	-2.3116172272587736
NC_005229.1	45852	46940	-	protein-coding	SGL_RS00215	xssG	synechan glycosyltransferase	sll5048	0.2134863134317304	0.26410735223994225
NC_005229.1	46945	48288	-	protein-coding	SGL_RS00220	xssH	synechan flippase	sll5049	0.02472790208956349	0.32802283425445966
NC_005229.1	48291	49505	-	protein-coding	SGL_RS00225	xssI	synechan glycosyltransferase	sll5050	0.13195285031709356	0.3777912262256989
NC_005229.1	49707	50099	+	protein-coding	SGL_RS00230	xssJ	hypothetical protein	slr5051	0.2843739813429642	0.20281133650592684
NC_005229.1	50111	52333	-	protein-coding	SGL_RS00235	xssK	synechan co-polymerase	sll5052	-1.3772766147402065	-1.2794628181148169
NC_005229.1	52552	52992	+	protein-coding	SGL_RS00240	xssL	cyanoexosortase A system-associated protein	slr5053	-0.11482517455721994	-0.02889651504883721
NC_005229.1	53037	54026	+	protein-coding	SGL_RS00245	xssM	synechan glycosyltransferase	slr5054	0.2591285499811933	0.1302867255553989
NC_005229.1	54119	54910	+	protein-coding	SGL_RS00250	xssN	synechan glycosyltransferase	slr5055	0.4078868163636517	0.2536296296263935
NC_005229.1	54911	56281	+	protein-coding	SGL_RS00255	xssO	synechan glycosyltransferase	slr5056	0.25122788625175646	0.11888240889216906
NC_005229.1	56854	57807	-	protein-coding	SGL_RS00260	xssP	synechan glycosyltransferase	sll5057	0.24070822496683708	0.17859914852775183
NC_005229.1	57972	60323	+	protein-coding	SGL_RS00265	xssQ	synechan cluster transcription regulator	slr5058	0.1162746447757558	0.2512347478614431
NC_005229.1	60291	61199	-	protein-coding	SGL_RS00270	xssR	synechan biosynthesis response regulator	sll5059	0.4360214346048543	0.22953196493424025
NC_005229.1	61202	64831	-	protein-coding	SGL_RS00275	xssS	synechan biosynthesis two-component hybrid sensor and response regulator	sll5060	0.4651530809007229	0.25393275285646255
NC_005229.1	64868	65245	-	protein-coding	SGL_RS00280	sll5061	PAS domain S-box protein	sll5061	0.02762102700205921	-0.11382605444399713
NC_005229.1	65331	65786	-	protein-coding	SGL_RS00285	sll5062	hypothetical protein	sll5062	0.26506080225697737	0.1502763613576426
NC_005229.1	65758	66480	-	protein-coding	SGL_RS00290	sll5063	transposase	sll5063	-1.9144095990248495	-2.7378429976182823
NC_005229.1	66782	67072	-	protein-coding	SGL_RS18485	ssl5064	HNH endonuclease	ssl5064	0.2747483423789147	0.12726239673856402
NC_005229.1	67163	67378	-	protein-coding	SGL_RS00295	ssl5065	hypothetical protein	ssl5065	-0.1527225718085323	0.19485310762325772
NC_005229.1	67362	67976	-	protein-coding	SGL_RS00300	sll5066	ParA family protein	sll5066	-0.5440457503260914	-0.03425945509920831
NC_005229.1	68050	68574	-	protein-coding	SGL_RS00305	sll5067	ATP-binding protein	sll5067	-0.01064035766593999	4.7512907754882025e-4
NC_005229.1	69335	70810	-	protein-coding	SGL_RS00315	sll5069	hypothetical protein	sll5069	-0.9611983540590016	-2.0766243180105257
NC_005229.1	71192	71446	-	protein-coding	G2PN3-363	ssl5070	unknown protein	ssl5070	-0.28905022384298995	-0.9829049323204032
NC_005229.1	71474	71818	+	protein-coding	SGL_RS00320	slr5071	helix-turn-helix transcriptional regulator	slr5071	-2.913355813998244	-2.129496496240569
NC_005229.1	72425	73159	+	protein-coding	SGL_RS00330	slr5073	hypothetical protein	slr5073	0.2417813146198156	0.2518859527791778
NC_005229.1	73270	73485	+	protein-coding	SGL_RS00335	ssr5074	hypothetical protein	ssr5074	0.2588777491452009	-0.22738160710529495
NC_005229.1	73728	74147	-	protein-coding	SGL_RS00340	sll5075	VOC family protein	sll5075	0.36354120389558975	0.1114461510755081
NC_005229.1	74510	75055	-	protein-coding	SGL_RS00345	sll5076	dihydrofolate reductase family protein	sll5076	0.2970993899288418	0.2332101170581747
NC_005229.1	75147	75929	+	protein-coding	SGL_RS00350	slr5077	Rpn family recombination-promoting nuclease/putative transposase	slr5077	0.2623653605938014	0.11185567869031898
NC_005229.1	76050	76988	+	protein-coding	SGL_RS00355	slr5078	ion channel	slr5078	-2.2418355982940437	-2.7087766005983447
NC_005229.1	77192	77944	-	protein-coding	SGL_RS00360	sll5079	glucose 1-dehydrogenase	sll5079	-1.029286912726335	-1.4746205163794477
NC_005229.1	78057	78881	-	protein-coding	SGL_RS00365	sll5080	alpha/beta hydrolase	sll5080	-1.2096642193752871	-0.6243530320814469
NC_005229.1	79505	80293	-	protein-coding	SGL_RS00370	sll5081	YwqG family protein	sll5081	0.44559656804487546	0.01938237227023835
NC_005229.1	80783	81613	+	protein-coding	SGL_RS00375	slr5082	Rpn family recombination-promoting nuclease/putative transposase	slr5082	0.5234837359368562	0.03949807059477861
NC_005229.1	82309	84186	-	protein-coding	SGL_RS00385	sll5083	AAA family ATPase	sll5083	0.15135007211772247	0.1783400633434119
NC_005229.1	84439	85110	-	protein-coding	SGL_RS00390	sll5084	thermonuclease family protein	sll5084	-0.10682916206862512	-0.8339212239998337
NC_005229.1	85167	85469	+	protein-coding	SGL_RS00395	slr5085	hypothetical protein	slr5085	0.02896169256066776	-0.08985520155427325
NC_005229.1	85552	86997	-	protein-coding	SGL_RS00400	sll5086	transcriptional regulatory protein GntR family	sll5086	0.13107400129891447	0.14504396155831784
NC_005229.1	87601	88020	+	protein-coding	SGL_RS00405	slr5087	DUF2267 domain-containing protein	slr5087	-0.05583693951356653	-0.08364357956332061
NC_005229.1	88114	88830	+	protein-coding	SGL_RS00410	slr5088	SDR family oxidoreductase	slr5088	0.2437027151164104	0.18944143541708464
NC_005229.1	88902	89759	-	protein-coding	SGL_RS00415	sll5089	metal-dependent hydrolase	sll5089	0.2895773384406019	0.4940005398001384
NC_005229.1	89699	90253	-	protein-coding	SGL_RS00420	sll5090	hypothetical protein	sll5090	-0.38864951213970167	0.07708643846531717
NC_005229.1	90353	90601	-	protein-coding	SGL_RS00425	ssl5091	hypothetical protein	ssl5091	-0.1551785079542742	-0.01266671135449023
NC_005229.1	90973	91218	+	protein-coding	SGL_RS00430	ssr5092	hypothetical protein	ssr5092	-0.18810828956585163	0.1304200147818831
NC_005229.1	91355	92692	+	protein-coding	SGL_RS00435	slr5093	polyamine oxidase	slr5093	-0.0946899090839432	0.32808655379793805
NC_005229.1	92805	93236	-	protein-coding	SGL_RS00440	sll5094	type II toxin-antitoxin system VapC family toxin	sll5094	0.4797086165217376	0.07296859935681355
NC_005229.1	93233	93520	-	protein-coding	SGL_RS00445	ssl5095	type II toxin-antitoxin system prevent-host-death family antitoxin	ssl5095	0.24401238326902724	-0.03876611909047824
NC_005229.1	93656	93865	-	protein-coding	SGL_RS00450	ssl5096	recombinase family protein	ssl5096	-0.4220243705527844	0.03467643924742748
NC_005229.1	93862	94866	-	protein-coding	SGL_RS00455	sll5097	WYL domain-containing transcriptional regulator	sll5097	0.01837053408217011	0.28121448668706345
NC_005229.1	94925	95137	-	protein-coding	G2PN3-364	ssl5098	unknown protein	ssl5098	0.27843699764206975	0.12890954646798342
NC_005229.1	95256	95549	-	protein-coding	SGL_RS18510	ssl5099	HNH endonuclease	ssl5099	-0.5544628168092635	-0.5603807535431544
NC_005229.1	95697	95903	-	protein-coding	SGL_RS00465	ssl5100	hypothetical protein	ssl5100	-0.36449753638825105	0.1281885736057771
NC_005229.1	96124	96561	+	protein-coding	SGL_RS00470	slr5101	DUF6088 family protein	slr5101	0.5071680872243541	0.285747035422491
NC_005229.1	96554	97156	+	protein-coding	SGL_RS00475	slr5102	nucleotidyl transferase AbiEii/AbiGii toxin family protein	slr5102	0.14329950167463873	0.17793373518183314
NC_005229.1	97547	97735	-	protein-coding	G2PN3-365	ssl5103	unknown protein	ssl5103	0.17378775384012704	0.18624593047377383
NC_005229.1	97790	98212	-	protein-coding	SGL_RS00485	arsI1	glutathione/glutaredoxin-dependent arsenate reductase ArsI1	sll5104	-0.19370649648534327	-0.12449446855101746
NC_005229.1	98614	99219	+	protein-coding	SGL_RS00490	slr5105	ParA family protein	slr5105	-0.02721249088889454	0.14582590095037382
NC_005229.1	99216	99449	+	protein-coding	SGL_RS00495	ssr5106	hypothetical protein	ssr5106	0.49752601524661194	-0.04752880317308069
NC_005229.1	99565	99981	-	protein-coding	SGL_RS00500	sll5107	cytidine deaminase	sll5107	0.28508827009307186	0.23047395856493305
NC_005229.1	100798	102288	-	protein-coding	SGL_RS00510	sll5109	hypothetical protein	sll5109	0.1131502372418053	-0.3878126387184137
NC_005229.1	102801	103151	+	protein-coding	SGL_RS00515	slr5110	helix-turn-helix transcriptional regulator	slr5110	0.02871600957565876	0.3134248312214003
NC_005229.1	103661	104083	+	protein-coding	SGL_RS00525	slr5111	hypothetical protein	slr5111	0.32030207639998803	0.30321071265580424
NC_005229.1	104141	105274	+	protein-coding	SGL_RS00530	slr5112	hypothetical protein	slr5112	0.4096130429316448	0.3626348483619419
NC_005229.1	105753	106043	-	protein-coding	SGL_RS00535	ssl5113	hypothetical protein	ssl5113	0.4296492289567074	0.31062892418224874
NC_005229.1	106087	106371	-	protein-coding	SGL_RS00540	ssl5114	hypothetical protein	ssl5114	0.2295494241344387	0.1622462135253675
